Ligand#,NE_quad,NW_quad,SW_quad,SE_quad,"+,+,+_octant","-,+,+_octant","-,-,+_octant","+,-,+_octant","+,-,-_octant","-,-,-_octant","-,+,-_octant","+,+,-_octant",bite_angle,cone_angle,distance_Rh_max_donor_gaussian,distance_Rh_min_donor_gaussian,buried_volume_Rh_3.5A,buried_volume_donor_max,buried_volume_donor_min,buried_volume_Rh_4A,buried_volume_Rh_5A,buried_volume_Rh_6A,buried_volume_Rh_7A,dispersion_p_int_Rh_gfn2_xtb,dispersion_p_int_donor_max_gfn2_xtb,dispersion_p_int_donor_min_gfn2_xtb,sasa_gfn2_xtb,ip_gfn2_xtb,dipole_gfn2_xtb,ea_gfn2_xtb,electrofugality_gfn2_xtb,nucleofugality_gfn2_xtb,nucleophilicity_gfn2_xtb,electrophilicity_gfn2_xtb,HOMO_LUMO_gap_gfn2_xtb,sum_electronic_and_free_energy_dft,sum_electronic_and_enthalpy_dft,zero_point_correction_dft,entropy_dft,dipole_moment_dft,lone_pair_occupancy_min_donor_dft,lone_pair_occupancy_max_donor_dft,dispersion_energy_dft,nbo_charge_Rh_dft,nbo_charge_min_donor_dft,nbo_charge_max_donor_dft,mulliken_charge_Rh_dft,mulliken_charge_min_donor_dft,mulliken_charge_max_donor_dft,homo_energy_dft,lumo_energy_dft,homo_lumo_gap_dft,hardness_dft,softness_dft,electronegativity_dft,electrophilicity_dft,free_ligand_dipole_moment_dft,free_ligand_lone_pair_occupancy_min_donor_dft,free_ligand_lone_pair_occupancy_max_donor_dft,free_ligand_dispersion_energy_dft,free_ligand_nbo_charge_min_donor_dft,free_ligand_nbo_charge_max_donor_dft,free_ligand_mulliken_charge_min_donor_dft,free_ligand_mulliken_charge_max_donor_dft,free_ligand_homo_energy_dft,free_ligand_lumo_energy_dft,free_ligand_homo_lumo_gap_dft,free_ligand_hardness_dft,free_ligand_softness_dft,free_ligand_electronegativity_dft,free_ligand_electrophilicity_dft,min_NBO_donor,max_NBO_donor,min_bv_donor,max_bv_donor,Rh_donor_min_d,Rh_donor_max_d,std_quad,min_quad,max_quad,std_oct,min_oct,max_oct,ratio_std_oct_std_quad,ratio_min_oct_min_quad,lone_pair_occ_min,lone_pair_occ_max,bite_angle_sin,bite_angle_cos,cone_angle_sin,cone_angle_cos,nbo_charge_max_donor_dft_abs_diff,nbo_charge_min_donor_dft_abs_diff,mulliken_charge_max_donor_dft_abs_diff,mulliken_charge_min_donor_dft_abs_diff,lone_pair_occupancy_max_donor_dft_abs_diff,lone_pair_occupancy_min_donor_dft_abs_diff
L106,0.401840456,0.455761885,0.401885998,0.455690726,0.020488094,0.275852058,0.275829287,0.020482401,0.783192818,0.635671712,0.635552165,0.783289594,95.00532043,248.3207932,2.28971176,2.289716398,0.543095416,0.894736536,0.894957836,0.54055459,0.525160827,0.488295388,0.42885027,54.38399135,58.16905815,58.3211613,1019.113389,6.021088296,5.523216943,6.00489088,7.34641758,0.166438404,-6.021088296,1.325329284,0.050741847,,,,,12.92873208,1.14403,1.14403,-5.129792232,-0.11213,1.09907,1.09907,-0.20631,0.379999,0.379978,-5.86133234,-2.032418349,3.82891399,1.914456995,0.522341323,3.946875345,4.068470857,2.557449723846004,1.28476,1.28477,-4.40958825588891,0.84361,0.8436,0.362441,0.362394,-5.1157403894,-0.5232749345115,4.5924654548885,2.29623272744425,0.4354959268928366,2.81950766195575,1.7310143176722463,1.09907,1.09907,0.894736536,0.894957836,2.28971176,2.289716398,0.031097881998273777,0.401840456,0.455761885,0.32005233738860317,0.020482401,0.783289594,10.291772841840775,0.05097147560473603,1.14403,1.14403,0.6871368632138115,0.7265279975422032,-0.13456411787717504,-0.9909048885639518,0.25547,0.25546,0.01758399999999999,0.017557999999999963,0.14073999999999987,0.1407299999999998
L122,0.364672697,0.396420988,0.364672697,0.396415295,0.02286765,0.1970136,0.197024985,0.022879035,0.706477744,0.595828376,0.595805605,0.706466359,94.69001519,242.3753514,2.285445564,2.285460414,0.544120388,0.896466176,0.896169167,0.541823133,0.511070685,0.457220282,0.380569613,54.4152823,59.76310254,59.41041867,835.012788,6.17447217,5.980728931,6.069673608,7.55638461,0.158238832,-6.17447217,1.38191244,0.054326367,,,,,14.96079806,1.14509,1.14509,-4.235637986,-0.09536,1.09807,1.09808,-0.146092,0.404241,0.40432,-5.857522746,-2.019628998,3.837893747,1.918946874,0.521119169,3.938575872,4.041899261,4.10524592564197,1.29285,1.29286,-3.5375745942939405,0.83714,0.83712,0.378028,0.37805,-4.9277097187045005,-0.621508034542,4.306201684162501,2.1531008420812503,0.4644464302161392,2.77460887662325,1.7877598363658116,1.09807,1.09808,0.896169167,0.896466176,2.285445564,2.285460414,0.01832824107497957,0.364672697,0.396420988,0.29960982861602276,0.02286765,0.706477744,16.34689479423255,0.06270732683889411,1.14509,1.14509,0.4279610458052906,0.9037971803857555,-0.45530706733139004,-0.8903344733514978,0.26095999999999997,0.2609300000000001,0.026270000000000016,0.026213000000000042,0.14776999999999996,0.1477600000000001
L64,0.363539846,0.349325128,0.363519922,0.349336514,0.048712592,0.139556993,0.139630998,0.048718284,0.678367101,0.559093264,0.559042029,0.678321559,86.17125432,250.6858694,2.258803792,2.258824538,0.568783777,0.873159709,0.87317718,0.576283285,0.555241084,0.467126627,0.356526417,58.05637318,60.93257166,61.59279458,724.8236174,6.484575862,4.834226461,5.532379617,7.593166368,0.422210889,-6.484575862,1.108590506,0.078143993,,,,,10.97570001,1.20146,1.20143,-3.668715622,-0.09319,1.05402,1.05404,-0.11032,0.298317,0.298365,-6.401750447,-1.738535391,4.663215056,2.331607528,0.428888648,4.070142919,3.552498262,1.0681001217114434,1.37385,1.37381,-2.9355747935382306,0.76289,0.76288,0.267698,0.267737,-4.7111070937065005,-0.341230768527,4.369876325179501,2.1849381625897504,0.4576788566019306,2.52616893111675,1.460345555266352,1.05402,1.05404,0.873159709,0.87317718,2.258803792,2.258824538,0.00819783819839831,0.349325128,0.363539846,0.28605541855898486,0.048712592,0.678367101,34.894006399745024,0.13944771817273907,1.20143,1.20146,-0.975339192225223,-0.22071125958919618,-0.5984322733241519,0.8011733983627312,0.2911600000000001,0.29113,0.03062799999999999,0.030619000000000007,0.17237999999999998,0.17239000000000004
L49,0.48738209,0.398860318,0.48738209,0.398857471,0.278681339,0.017488031,0.017499416,0.278652875,0.69608284,0.780232604,0.780215526,0.696111304,94.31536053,248.5066306,2.287368413,2.287370237,0.543107063,0.896402115,0.896349702,0.540519676,0.525691006,0.496592816,0.443154648,55.69440709,56.86080963,55.51526332,994.6331759,5.910590818,5.15017148,5.759500846,7.075474463,0.251382799,-5.910590818,1.164883645,0.057187075,,,,,12.15468682,1.14418,1.14419,-5.265886945,-0.11713,1.10211,1.10211,-0.207816,0.379848,0.379903,-5.727724439,-1.814999383,3.912725056,1.956362528,0.511152706,3.771361911,3.635106086,1.5973341197132176,1.28923,1.28923,-4.5425000266686455,0.838,0.838,0.358481,0.358411,-4.8645793053885,-0.4198716713215,4.444707634067,2.2223538170335,0.4499733536286521,2.6422254883550003,1.570711980649385,1.10211,1.10211,0.896349702,0.896402115,2.287368413,2.287370237,0.05110889076466678,0.398857471,0.48738209,0.33202367874681654,0.017488031,0.780232604,6.496397667396749,0.04384531385648785,1.14418,1.14419,0.06752949166754008,0.9977172784687672,-0.3153362551275604,-0.9489800030570329,0.26410999999999996,0.26410999999999996,0.02149200000000001,0.021367000000000025,0.14504000000000006,0.14505000000000012
L98,0.306655357,0.324894827,0.316970563,0.327695645,0.073868715,0.029488282,0.023590625,0.069576405,0.539442,0.620301373,0.631800664,0.564364721,88.95558155,211.2980592,2.283683853,2.28200683,0.487391679,0.8622985,0.862869223,0.482841692,0.448186355,0.392826205,0.31909964,47.50963173,54.16015323,55.15541317,869.1156112,6.304943121,5.204458128,6.005841719,7.658731131,0.193946291,-6.304943121,1.35378801,0.061233226,,,,,11.85558919,1.1382,1.1439,-3.408291015,-0.09176,1.1135,1.11027,-0.142913,0.418365,0.41277,-6.125827002,-1.954865902,4.1709611,2.08548055,0.479505791,4.040346452,3.913822033,1.7512558179774875,1.28168,1.28725,-2.791624068618583,0.83861,0.84009,0.377536,0.376239,-5.149482506862,-0.750489999679,4.398992507183,2.1994962535915,0.4546495582191268,2.9499862532705,1.978275452907676,1.11027,1.1135,0.8622985,0.862869223,2.28200683,2.283683853,0.009431513598674663,0.306655357,0.327695645,0.2905193579384425,0.023590625,0.631800664,30.803047135431893,0.0769287881704933,1.1382,1.1439,0.8365672648740918,0.5478642271047464,-0.7252183074224369,-0.68851899507518,0.2701800000000001,0.27488999999999997,0.036531000000000036,0.040829000000000004,0.1433500000000001,0.14347999999999983
L53,0.309396401,0.290832446,0.309390708,0.290832446,0.159054553,0.043014181,0.04299141,0.159048861,0.459738249,0.538650712,0.538673483,0.459732556,87.88449241,245.0712914,2.272252934,2.272246469,0.582387952,0.888184868,0.888179044,0.588413972,0.545264262,0.428580661,0.300140041,52.35337178,64.81887394,63.70522194,623.8312029,6.456469674,5.036342879,5.186625358,7.400748553,0.60365352,-6.456469674,0.944278878,0.07511448,,,,,11.47468121,1.19786,1.19787,-3.033855843,-0.11122,1.03132,1.03128,-0.187258,0.220863,0.220794,-6.303517347,-1.757855474,4.545661873,2.272830936,0.439979932,4.030686411,3.574052227,1.6195203024352611,1.37797,1.37798,-2.299631946453311,0.74469,0.74468,0.198994,0.199005,-4.785938402594001,1.1132177623955,5.899156164989501,2.9495780824947504,0.3390315401157988,1.8363603200992504,0.5716443387697675,1.03128,1.03132,0.888179044,0.888184868,2.272246469,2.272252934,0.010716261240966085,0.290832446,0.309396401,0.21934247794863218,0.04299141,0.538673483,20.468190632580935,0.14782191805380612,1.19786,1.19787,-0.08001625819260101,0.9967935585791348,0.02706111607998242,0.999633780940053,0.28659999999999997,0.28663000000000005,0.021789000000000003,0.021869,0.18011,0.18011
L66,0.254410434,0.27027604,0.246514633,0.255369657,0.05264626,0.087793104,0.080238866,0.025998645,0.456174607,0.452758976,0.430500447,0.467030621,87.74944433,231.5469707,2.258554707,2.264576369,0.562826127,0.867021524,0.864360091,0.56724055,0.522634102,0.391480339,0.256692502,51.57953685,61.14265836,58.77951047,566.0205041,6.455842445,5.057516459,5.040667525,7.338849298,0.688339327,-6.455842445,0.883006852,0.078471871,,,,,11.45429497,1.19942,1.20051,-2.50366335,-0.12555,1.02251,1.02367,-0.189125,0.277537,0.249688,-6.300251981,-1.617444727,4.682807253,2.341403627,0.427094239,3.958848354,3.346813021,1.541114989220467,1.37257,1.38211,-1.8223747430332595,0.71904,0.72999,0.22717,0.213133,-4.6844399363575,0.955119615255,5.6395595516125,2.81977977580625,0.3546376240371727,1.86466016055125,0.6165299758831093,1.02251,1.02367,0.864360091,0.867021524,2.258554707,2.264576369,0.009917145938329392,0.246514633,0.27027604,0.20949050284527448,0.025998645,0.467030621,21.124071799286693,0.10546491574802377,1.19942,1.20051,-0.2134939435532261,0.9769443873967913,-0.8021491074371233,0.5971237806668115,0.29368000000000005,0.30347,0.036555000000000004,0.05036699999999997,0.18159999999999998,0.17315000000000014
L56,0.330058123,0.339286019,0.330063815,0.33927748,0.082908751,0.095165174,0.095096862,0.082891673,0.577207494,0.583406864,0.583458099,0.577235957,86.46024089,230.3187578,2.263706775,2.263697862,0.564561592,0.877987561,0.878115682,0.570177208,0.539298272,0.442293301,0.334732556,53.17636393,53.72087805,52.40479097,708.4242498,6.172285101,4.620332262,5.745820768,7.35803711,0.285931242,-6.172285101,1.185752009,0.062201278,,,,,9.80874068,1.15043,1.15043,-2.998187415,-0.07142,1.08882,1.08882,-0.0808,0.37028,0.370281,-5.935075193,-1.675677091,4.259398102,2.129699051,0.469549911,3.805376142,3.399749739,0.158202054348229,1.29156,1.29155,-2.310926622305369,0.83248,0.83248,0.344148,0.344155,-4.6681131053275005,-0.592663966389,4.075449138938501,2.0377245694692503,0.4907434571790347,2.63038853585825,1.697713212383907,1.08882,1.08882,0.877987561,0.878115682,2.263697862,2.263706775,0.005323621752337194,0.330058123,0.339286019,0.2626682121630007,0.082891673,0.583458099,49.34013428878249,0.25114265404702674,1.15043,1.15043,-0.9977934813699393,0.06639403991064806,-0.8318840492280927,-0.554949482962073,0.2563399999999999,0.2563399999999999,0.026126000000000038,0.02613199999999999,0.1411199999999999,0.14112999999999998
L139,0.373001144,0.358410707,0.496826309,0.344850652,0.093582598,0.123674308,0.091800778,0.111953001,0.65241969,0.593147106,0.597900525,0.881699618,96.85564487,220.2527119,2.27050362,2.315128178,0.56261065,0.876316157,0.908515421,0.565867265,0.543054855,0.475039684,0.393243028,52.75356885,54.37769235,73.91485705,887.4440269,6.221007608,4.81904226,5.897168952,7.49968755,0.227510989,-6.221007608,1.278679942,0.066210214,,,,,10.7674656,1.17874,1.15128,-4.790689657,-0.10434,1.25482,1.29371,-0.142351,0.586025,0.555467,-6.017253576,-1.94833517,4.068918407,2.034459203,0.491531115,3.982794373,3.898493268,2.736218299039753,1.36797,1.3255,-4.062371681983507,1.03302,1.01921,0.594789,0.496756,-4.976962325645,-0.8353895210350001,4.14157280461,2.070786402305,0.4829083283949017,2.90617592334,2.0392877044199214,1.25482,1.29371,0.876316157,0.908515421,2.27050362,2.315128178,0.06998652062372282,0.344850652,0.496826309,0.32072771820941537,0.091800778,0.881699618,4.582707003449756,0.2662044495714046,1.15128,1.17874,0.5087458415160042,-0.8609167606337866,0.3346427985833742,0.942345052173718,0.27449999999999997,0.2218,0.05871100000000007,0.008763999999999994,0.17421999999999982,0.18923
L24,0.544881392,0.473662638,0.380962411,0.384312576,0.293323011,0.145426185,0.124448518,0.07968098,0.796439774,0.801899091,0.644176634,0.682243842,99.17685422,239.7866974,2.331159241,2.327349614,0.569214732,0.92349399,0.920838381,0.583316523,0.577260257,0.532331398,0.446025202,56.44017912,56.25867937,61.84190189,825.4650243,5.900418771,4.638177181,5.890335601,7.141892907,0.197138536,-5.900418771,1.241474137,0.055031687,,,,,11.012702,1.17096,1.14528,-4.863133673,-0.08762,1.04014,1.10775,-0.143957,0.318325,0.451269,-6.097255048,-2.089562258,4.00769279,2.003846395,0.499040247,4.093408653,4.180957793,2.746709757145811,1.32456,1.29596,-4.090090118540251,0.80526,0.85804,0.334571,0.407536,-5.2561511362580005,-0.926275547102,4.329875589156001,2.1649377945780004,0.4619070360841128,3.09121334168,2.206899419399497,1.04014,1.10775,0.920838381,0.92349399,2.327349614,2.331159241,0.07869343322656985,0.380962411,0.544881392,0.31527701519431917,0.07968098,0.801899091,4.006395480123364,0.20915706562976366,1.14528,1.17096,-0.9766153811736102,0.21499394701973332,0.8550543929424866,0.5185383159514402,0.24971,0.2348800000000001,0.043732999999999966,0.016245999999999983,0.15067999999999993,0.15359999999999996
L75,0.444735089,0.435006234,0.498203947,0.398359359,0.105839021,0.190472666,0.138509532,0.214723647,0.783631157,0.679539801,0.658209185,0.781684248,102.2863909,241.5658202,2.339827606,2.341156317,0.557992452,0.897345555,0.918456485,0.557697381,0.543027262,0.507716903,0.444090389,51.40171709,58.09095882,62.61563541,973.9745714,6.089272653,4.482114361,5.810427596,7.302838299,0.24913805,-6.089272653,1.213565646,0.061366841,,,,,10.23968895,1.16772,1.15932,-5.152386416,-0.09423,1.05353,1.07678,-0.173226,0.330103,0.448818,-5.946231861,-1.996771435,3.949460426,1.974730213,0.506398288,3.971501648,3.993665878,2.0812801733548514,1.3138,1.29646,-4.399248288760193,0.82434,0.82588,0.358359,0.384204,-5.0746511979745,-0.9709022185840002,4.1037489793905,2.05187448969525,0.4873592439606395,3.0227767082792503,2.2265443315377,1.05353,1.07678,0.897345555,0.918456485,2.339827606,2.341156317,0.041241326216403584,0.398359359,0.498203947,0.3059564696941455,0.105839021,0.783631157,7.4186864915234585,0.26568729617822284,1.15932,1.16772,0.9830043062884722,-0.1835824986710866,0.33048190762409263,-0.9438123270720407,0.2509000000000001,0.22919000000000012,0.064614,0.028256000000000003,0.13714000000000004,0.14608
L47,0.417862612,0.524817406,0.429692081,0.520126606,0.038169677,0.397010184,0.399617449,0.050283782,0.797555547,0.652624628,0.640635763,0.80910038,93.9430466,265.8654469,2.284447448,2.286527451,0.561405143,0.898644242,0.899826454,0.575643194,0.581777617,0.541698036,0.473083404,59.37901966,59.94981576,59.27747738,1104.830261,6.276014158,4.693792556,6.234874206,7.778695537,0.113807173,-6.276014158,1.50268138,0.055600645,,,,,10.73726723,1.13358,1.13526,-5.886817018,-0.13448,1.11431,1.11299,-0.232406,0.371644,0.372801,-5.951674138,-2.153509013,3.798165125,1.899082563,0.52657005,4.052591575,4.324061207,1.9900418010685104,1.27861,1.28131,-5.104166252623479,0.83652,0.83837,0.347087,0.350676,-4.955193217605,-0.5659968090399999,4.389196408565001,2.1945982042825003,0.455664275150056,2.7605950133225,1.73628248048089,1.11299,1.11431,0.898644242,0.899826454,2.284447448,2.286527451,0.05721772972471594,0.417862612,0.524817406,0.3064991871067046,0.038169677,0.80910038,5.356717027769599,0.09134503998170575,1.13358,1.13526,-0.30003849471147115,0.9539270945367232,0.9207227600725585,-0.39021737414468105,0.27462,0.27778999999999987,0.022125000000000006,0.024556999999999995,0.14605,0.14503
L169,0.413057958,0.463979324,0.428772707,0.468223246,0.140211655,0.135714408,0.176445808,0.179144157,0.68590426,0.79224424,0.760000683,0.678401257,105.445066,239.0361083,2.315976731,2.326059127,0.600726798,0.928432492,0.919621226,0.599439048,0.566755227,0.511986938,0.443444977,56.63494504,75.73379781,72.40235944,1010.143161,5.906376144,4.82495187,5.687091168,7.029913994,0.282446682,-5.906376144,1.12353785,0.064781645,,,,,11.82383855,1.16806,1.16557,-6.349997418,-0.09477,1.08153,1.09679,-0.23048,0.421023,0.382915,-6.10514635,-1.742344985,4.362801365,2.181400683,0.458421054,3.923745667,3.528874861,1.542946862338428,1.31592,1.32465,-5.54458005974852,0.82934,0.8314,0.417011,0.368057,-4.747298235823,-0.3371490607695,4.4101491750535,2.20507458752675,0.4534993989122233,2.54222364829625,1.4654608770412607,1.08153,1.09679,0.919621226,0.928432492,2.315976731,2.326059127,0.026921196161945205,0.413057958,0.468223246,0.30790800958713194,0.135714408,0.79224424,11.437382192637457,0.32856020655580737,1.16557,1.16806,-0.9797249988685632,0.2003470154307114,0.2716110600260916,0.96240710308658,0.2653899999999999,0.25219000000000014,0.014857999999999982,0.00401199999999996,0.1590800000000001,0.14785999999999988
L28,0.443895413,0.476762323,0.45491367,0.524028965,0.15630497,0.195243164,0.300643846,0.117810808,0.731485856,0.758281482,0.747414083,0.792016532,97.0910998,246.7249955,2.305718459,2.304646626,0.620020732,0.920244363,0.921543049,0.623971976,0.609007915,0.55038097,0.474964847,56.54993537,68.93300167,64.5511439,1093.58609,6.246865577,4.418570345,6.955163989,8.356225951,0.000196384,-6.246865577,2.109360373,0.018882667,,,,,10.51204409,1.14081,1.19708,-5.840682752,-0.10172,1.10727,1.02403,-0.082086,0.453048,0.289669,-6.223787989,-2.394873998,3.82891399,1.914456995,0.522341323,4.309330993,4.850026315,2.728534562727766,1.29473,1.3533,-5.01515950195194,0.8325,0.80996,0.394235,0.3688,-5.415881966501501,-1.8343194662205,3.5815625002810005,1.7907812501405005,0.5584154959862029,3.625100716361001,3.6691681920195447,1.02403,1.10727,0.920244363,0.921543049,2.304646626,2.305718459,0.03548643520559468,0.443895413,0.524028965,0.3067238924628782,0.117810808,0.792016532,8.643412354209111,0.2654021748136424,1.14081,1.19708,0.29386938573641,-0.9558455859221745,0.993959150155544,-0.10975066205754141,0.21406999999999998,0.27476999999999996,0.079131,0.058813000000000004,0.15622000000000003,0.15391999999999983
L126,0.523989116,0.256579359,0.523986269,0.256579359,0.425655943,0.062824841,0.062841919,0.425633173,0.622322288,0.450333878,0.4503168,0.622339366,86.26639666,290.9918817,2.284088893,2.284094581,0.644119223,0.906634365,0.906506243,0.648019986,0.614627022,0.517404417,0.390288507,67.37244041,63.48325907,64.43905816,742.4335642,6.611629779,3.183836241,6.148502667,8.086295271,0.172162825,-6.611629779,1.474665492,0.063335895,,,,,7.4878461,1.20261,1.20261,-3.846341971,-0.09235,1.03128,1.03125,-0.11948,0.327648,0.327436,-6.350048815,-2.372016435,3.97803238,1.98901619,0.502761116,4.361032625,4.780907679,1.0595057951705598,1.3859,1.3859,-2.988850685392528,0.77721,0.77719,0.335227,0.335107,-5.410167575641,-1.0664141801095002,4.3437533955315,2.17187669776575,0.4604312947547706,3.23829087787525,2.4141627884579595,1.03125,1.03128,0.906506243,0.906634365,2.284088893,2.284094581,0.15438827333414923,0.256579359,0.523989116,0.21773179455310193,0.062824841,0.622339366,1.4102871277137452,0.24485539774070447,1.20261,1.20261,-0.9918954237122322,-0.12705694950978272,0.9231653128236933,-0.38440318052681666,0.25405999999999995,0.25407,0.007670999999999983,0.007579000000000002,0.18328999999999995,0.18328999999999995
L59,0.453504722,0.391135299,0.434519506,0.485657196,0.10424506,0.065136084,0.263379312,0.169113587,0.802764384,0.717134513,0.70793508,0.699925425,96.10439823,234.638156,2.330907906,2.283020442,0.55993757,0.921391633,0.90170751,0.559318944,0.54489767,0.507242959,0.44123976,51.61084188,64.94570399,57.62372397,963.9940113,6.046175964,5.057005307,5.726795368,7.207342381,0.280371049,-6.046175964,1.161166417,0.063880743,,,,,11.30321907,1.14278,1.16109,-5.262464216,-0.09737,1.09086,1.06301,-0.155695,0.409811,0.368146,-5.825957539,-1.816359952,4.009597587,2.004798794,0.498803173,3.821158746,3.641575954,1.5908855804236834,1.28381,1.30478,-4.514132081562143,0.82582,0.82921,0.353738,0.385326,-4.9783228948975005,-0.6198753514390001,4.3584475434585,2.17922377172925,0.458878988460411,2.7990991231682503,1.7976483193151156,1.06301,1.09086,0.90170751,0.921391633,2.283020442,2.330907906,0.039492411406363705,0.391135299,0.485657196,0.31748318769294614,0.065136084,0.802764384,8.039093496372008,0.16653082492562246,1.14278,1.16109,0.9594301337261375,-0.2819464816206188,0.8312169169046281,-0.5559482323486286,0.2338,0.26503999999999994,0.01718000000000003,0.056072999999999984,0.1436900000000001,0.14103
L121,0.196728964,0.21750454,0.196728964,0.217478923,0.011100801,0.03687743,0.03687743,0.011112186,0.382357127,0.39813165,0.398080415,0.382345742,87.61042572,220.5169573,2.251542426,2.251540919,0.482942369,0.823955227,0.82394358,0.47717786,0.42895604,0.316912332,0.207136676,46.09361333,52.49757359,52.3280641,519.7707561,6.551453872,5.164444034,5.008600064,7.433429763,0.719375827,-6.551453872,0.881975891,0.080992155,,,,,11.72877112,1.19696,1.197,-1.936688999,-0.08522,1.03672,1.03667,-0.13739,0.314149,0.314131,-6.273856937,-1.539075938,4.734780999,2.367390499,0.422406021,3.906466438,3.223059321,1.6289905279037078,1.36553,1.36559,-1.3512854326958128,0.73104,0.73103,0.239211,0.239238,-4.552464718865,0.8783835094140001,5.430848228279,2.7154241141395,0.3682665977638242,1.8370406047255,0.6213979919080994,1.03667,1.03672,0.82394358,0.823955227,2.251540919,2.251542426,0.011987393967197377,0.196728964,0.21750454,0.19609439998272066,0.011100801,0.39813165,16.358384526221343,0.056426876725686415,1.19696,1.197,-0.34681066762665136,0.9379351581108133,0.569149862816866,0.8222338071713803,0.30564,0.30568000000000006,0.07489299999999999,0.074938,0.16859000000000002,0.1685699999999999
L79,0.510041955,0.446491293,0.359358544,0.360280765,0.222881313,0.152211906,0.103339918,0.089358601,0.797202598,0.74077068,0.617221612,0.629358488,99.38764631,247.2194581,2.319348859,2.321874332,0.608763511,0.921583815,0.921746878,0.612648191,0.586564993,0.522558846,0.419028908,53.23396682,62.56142249,60.82642134,789.1447328,5.999423999,4.720908117,5.812976284,7.204869532,0.238469248,-5.999423999,1.205445532,0.061899716,,,,,11.04689246,1.15699,1.14449,-4.322275566,-0.12495,1.07624,1.11711,-0.176372,0.36346,0.475509,-6.028682358,-1.98017249,4.048509868,2.024254934,0.494008923,4.004427424,3.960824975,2.51384162388962,1.31609,1.29946,-3.539954975508514,0.842,0.85516,0.387049,0.411526,-5.254518453155,-0.8166136653505,4.4379047878045,2.2189523939022497,0.4506631159586979,3.03556605925275,2.0763539870006777,1.07624,1.11711,0.921583815,0.921746878,2.319348859,2.321874332,0.07314244811744519,0.359358544,0.510041955,0.3042694359291932,0.089358601,0.797202598,4.1599569574240425,0.2486614065310772,1.14449,1.15699,-0.9100143212795077,0.41457681443394423,0.8228234344299169,-0.5682971016580642,0.26195,0.23424000000000011,0.06398300000000001,0.02358899999999997,0.15497000000000005,0.15910000000000002
L65,0.317238121,0.306774904,0.317235274,0.306797675,0.080415341,0.063559201,0.063655978,0.080483653,0.554060901,0.549990607,0.549939373,0.553986895,87.96143235,229.8724788,2.271049513,2.271044176,0.530853988,0.883985977,0.883490962,0.52809028,0.488410961,0.405554674,0.311934642,51.17602201,51.67453969,51.99448599,711.8745544,6.346217338,5.075688573,5.720311381,7.537210827,0.316682109,-6.346217338,1.19099349,0.071547082,,,,,11.37610541,1.15741,1.15741,-2.942112092,-0.107,1.07949,1.07948,-0.204992,0.356536,0.356566,-6.235488884,-1.705609615,4.529879269,2.264939635,0.441512871,3.97054925,3.480282896,1.7974859832555024,1.31141,1.31141,-2.282212646342016,0.77923,0.77924,0.307405,0.30748,-4.965533543924,-0.748313088875,4.217220455049,2.1086102275245,0.474246016142109,2.8569233163995,1.935400561290383,1.07948,1.07949,0.883490962,0.883985977,2.271044176,2.271049513,0.0060335531454908855,0.306774904,0.317238121,0.25663611465457487,0.063559201,0.554060901,42.53482292542152,0.20718513858617324,1.15741,1.15741,-0.0031619452453906095,0.9999950010386378,-0.5108859648379798,-0.859648492659393,0.30023999999999995,0.3002600000000001,0.04908600000000002,0.049131000000000036,0.15399999999999991,0.15399999999999991
L182,0.511650148,0.378725173,0.395877333,0.417495432,0.188212657,0.173741767,0.109402663,0.095802759,0.835087639,0.583708578,0.7255882,0.695951908,89.95051709,231.8292598,2.289711676,2.298604085,0.572557538,0.922224422,0.933400112,0.578634163,0.563063685,0.507403964,0.425754143,52.62663111,66.77508303,55.38760005,900.1337318,5.917379752,4.287306843,5.73529852,7.069182671,0.262504399,-5.917379752,1.151802918,0.06849281,,,,,9.861212628,1.15468,1.12782,-4.995086025,-0.10639,1.07346,1.11337,-0.176127,0.318036,0.37925,-5.948136658,-1.760848727,4.187287931,2.093643966,0.477636129,3.854492692,3.548147192,0.5229624269486288,1.29824,1.27976,-4.227731671587253,0.81292,0.84213,0.301971,0.351646,-4.902403130608,-0.58776591708,4.314637213528,2.157318606764,0.4635383929219477,2.745084523844,1.7464942404476709,1.07346,1.11337,0.922224422,0.933400112,2.289711676,2.298604085,0.05930301847066328,0.378725173,0.511650148,0.31265976734321305,0.095802759,0.835087639,5.272240358184859,0.2529611597801026,1.12782,1.15468,0.9150653246935864,-0.40330565523362216,-0.6040685587542846,0.7969323536690687,0.2712399999999999,0.2605400000000001,0.027603999999999962,0.016064999999999996,0.15193999999999996,0.14356000000000013
