Ligand#,distance_pi_bond_1,distance_pi_bond_2,dihedral_angle_1,dihedral_angle_2,NE_quad,NW_quad,SW_quad,SE_quad,"+,+,+_octant","-,+,+_octant","-,-,+_octant","+,-,+_octant","+,-,-_octant","-,-,-_octant","-,+,-_octant","+,+,-_octant",bite_angle,cone_angle,distance_Rh_max_donor_gaussian,distance_Rh_min_donor_gaussian,buried_volume_Rh_3.5A,buried_volume_donor_max,buried_volume_donor_min,buried_volume_Rh_4A,buried_volume_Rh_5A,buried_volume_Rh_6A,buried_volume_Rh_7A,dispersion_p_int_Rh_gfn2_xtb,dispersion_p_int_donor_max_gfn2_xtb,dispersion_p_int_donor_min_gfn2_xtb,sasa_gfn2_xtb,ip_gfn2_xtb,dipole_gfn2_xtb,ea_gfn2_xtb,electrofugality_gfn2_xtb,nucleofugality_gfn2_xtb,nucleophilicity_gfn2_xtb,electrophilicity_gfn2_xtb,HOMO_LUMO_gap_gfn2_xtb,sum_electronic_and_free_energy_dft,sum_electronic_and_enthalpy_dft,zero_point_correction_dft,entropy_dft,dipole_moment_dft,lone_pair_occupancy_min_donor_dft,lone_pair_occupancy_max_donor_dft,dispersion_energy_dft,nbo_charge_Rh_dft,nbo_charge_min_donor_dft,nbo_charge_max_donor_dft,mulliken_charge_Rh_dft,mulliken_charge_min_donor_dft,mulliken_charge_max_donor_dft,homo_energy_dft,lumo_energy_dft,homo_lumo_gap_dft,hardness_dft,softness_dft,electronegativity_dft,electrophilicity_dft,free_ligand_dipole_moment_dft,free_ligand_lone_pair_occupancy_min_donor_dft,free_ligand_lone_pair_occupancy_max_donor_dft,free_ligand_dispersion_energy_dft,free_ligand_nbo_charge_min_donor_dft,free_ligand_nbo_charge_max_donor_dft,free_ligand_mulliken_charge_min_donor_dft,free_ligand_mulliken_charge_max_donor_dft,free_ligand_homo_energy_dft,free_ligand_lumo_energy_dft,free_ligand_homo_lumo_gap_dft,free_ligand_hardness_dft,free_ligand_softness_dft,free_ligand_electronegativity_dft,free_ligand_electrophilicity_dft,min_NBO_donor,max_NBO_donor,min_bv_donor,max_bv_donor,Rh_donor_min_d,Rh_donor_max_d,std_quad,min_quad,max_quad,std_oct,min_oct,max_oct,ratio_std_oct_std_quad,ratio_min_oct_min_quad,lone_pair_occ_min,lone_pair_occ_max,bite_angle_sin,bite_angle_cos,cone_angle_sin,cone_angle_cos,nbo_charge_max_donor_dft_abs_diff,nbo_charge_min_donor_dft_abs_diff,mulliken_charge_max_donor_dft_abs_diff,mulliken_charge_min_donor_dft_abs_diff,lone_pair_occupancy_max_donor_dft_abs_diff,lone_pair_occupancy_min_donor_dft_abs_diff
L149,1.392220122,1.388906455,10.35571433,-10.93646373,0.396344136,0.363263749,0.378557237,0.394143901,0.034662963,0.066917905,0.179878517,0.090912714,0.75802531,0.659609593,0.608409284,0.666201761,90.00911167,217.8874923,2.346450316,2.327156848,0.511216455,0.910285827,0.891999394,0.513888027,0.496485841,0.450560116,0.383125644,49.07336979,54.88326148,58.02741016,992.0537455,3.070340973,1.388657154,5.07902039,3.551084864,0.247723501,-3.070340973,0.480743891,0.079192468,-3063.244758,-3063.092201,0.908304,0.000511679,1.92606698,1.119,1.12255,-5.33889597,-0.26078,1.11236,1.10656,-0.501684,0.357599,0.349259,-7.987902081,-4.07055109,3.917350992,1.958675496,0.510549094,6.029226586,9.279631388,5.86424553885664,1.27489,1.2739,-4.137085688032332,0.84839,0.8594,0.350778,0.371818,-4.808251738335,-0.3507547532945,4.4574969850405,2.22874849252025,0.4486823001141813,2.5795032458147498,1.4927294437885916,1.10656,1.11236,0.891999394,0.910285827,2.327156848,2.346450316,0.015400068916402448,0.363263749,0.396344136,0.3153205368473364,0.034662963,0.75802531,20.4752679068528,0.09542092514163861,1.119,1.12255,0.8898769104913721,-0.4562007060212978,-0.8990518637566928,-0.43784214766924523,0.24715999999999994,0.26397000000000004,0.022558999999999996,0.0068210000000000215,0.1513500000000001,0.15589000000000008
L150,1.402235343,1.416359887,43.0613111,-2.106705181,0.606983258,0.361077745,0.345192215,0.476511844,0.432316424,0.201983343,0.099309473,0.031975999,0.781650091,0.520172148,0.853714214,0.65840843,90.14622011,249.0913248,2.357553913,2.187561843,0.61350983,0.916843319,0.833937057,0.610266278,0.581101589,0.516043812,0.447505308,75.06733068,74.29337804,0.0,983.3737089,3.163932226,0.806627659,4.968871941,3.607983009,0.321178843,-3.163932226,0.444050784,0.072585534,-3229.628848,-3229.472825,1.202581,0.000523304,6.06035833,1.27579,1.13622,-6.672212868,-0.11094,-0.64652,1.07239,-0.480256,-0.501187,0.383626,-8.127496487,-3.627005513,4.500490973,2.250245487,0.444395959,5.877251,7.675180224,2.6328924132975886,1.30901,1.2964,-5.263852233062139,-0.66181,0.87061,-0.396791,0.407824,-5.347037162325,-0.606813886615,4.74022327571,2.370111637855,0.4219210538559359,2.97692552447,1.869550243266464,-0.64652,1.07239,0.833937057,0.916843319,2.187561843,2.357553913,0.12139779227330863,0.345192215,0.606983258,0.31186894194676607,0.031975999,0.853714214,2.5689836372365047,0.09263244537539758,1.13622,1.27579,0.8191725522817168,-0.5735471467876533,-0.7867370885989253,-0.6172882255663774,0.20177999999999996,0.015290000000000026,0.024197999999999997,0.10439600000000004,0.16018,0.03322000000000003
L151,1.384479419,1.404624571,4.907687309,-11.06054738,0.354889761,0.196378862,0.347702703,0.35967449,0.118585018,0.006216449,0.030080324,0.09643465,0.591194503,0.386541275,0.689268656,0.598970757,90.84122488,215.6406006,2.306299901,2.108006201,0.479552972,0.881941856,0.828672428,0.476200267,0.451274794,0.398003311,0.314620893,46.80577075,60.62227468,50.73733452,719.993584,3.476362751,1.040735708,5.031219483,3.985577307,0.323995072,-3.476362751,0.509214556,0.057864486,-3236.140853,-3236.036899,0.657738,0.000348663,7.203430567,1.30057,1.10789,-3.607221201,-0.02736,-0.57481,1.15213,-0.322644,-0.36654,0.476111,-8.720160453,-4.315453555,4.404706898,2.202353449,0.454059724,6.517807004,9.644639048,2.5342508735324527,1.38973,1.2618,-2.5413742830078534,-0.56083,0.89774,-0.235745,0.444495,-5.344043909969501,-0.711849832908,4.6321940770615,2.31609703853075,0.431760838757587,3.0279468714387505,1.9792914769391237,-0.57481,1.15213,0.828672428,0.881941856,2.108006201,2.306299901,0.07900840841273797,0.196378862,0.35967449,0.28410089224450996,0.006216449,0.689268656,3.5958311014237108,0.03165538763535558,1.10789,1.30057,0.26187266596335784,-0.9651024333309101,0.9041101002507093,-0.42729957480045844,0.2543900000000001,0.013979999999999992,0.03161600000000003,0.13079499999999997,0.15391,0.0891599999999999
L152,1.388525223,1.403211333,7.508828275,1.060042537,0.456558866,0.343925585,0.171208507,0.390753887,0.202211052,0.111309724,0.083421096,0.013434816,0.710906679,0.576541446,0.698086677,0.328982199,92.4860531,227.47491,2.329420966,2.095052238,0.462239098,0.900082697,0.789170239,0.462273447,0.449341317,0.414730827,0.340520628,47.32295809,60.06606425,48.96460017,818.3048637,3.632931433,1.966252209,5.479292243,4.391383671,0.125159995,-3.632931433,0.758452238,0.056526974,-3503.555419,-3503.443075,0.72563,0.000376804,6.429672829,1.30153,1.12094,-4.104806055,-0.00101,-0.56632,1.12215,-0.272913,-0.36532,0.361876,-8.496754982,-4.318446807,4.178308174,2.089154087,0.478662635,6.407600895,9.82630948,2.522679896459319,1.39538,1.26348,-2.991412942062498,-0.55146,0.89304,-0.229066,0.40502,-5.253974225454,-1.3265550211875,3.9274192042665,1.9637096021332496,0.5092402659301881,3.29026462332075,2.7564771490946343,-0.56632,1.12215,0.789170239,0.900082697,2.095052238,2.329420966,0.12201968127172831,0.171208507,0.456558866,0.2842611165734401,0.013434816,0.710906679,2.329633331367362,0.07847049329155122,1.12094,1.30153,-0.9818281373729847,-0.18977225472311662,0.9580843411128093,0.286486291669312,0.22911000000000004,0.014860000000000095,0.043144000000000016,0.136254,0.1425399999999999,0.09384999999999999
L153,1.391965187,1.389287961,-13.37823761,-20.94014404,0.319902313,0.256135327,0.313053973,0.250482458,0.038198141,0.042439216,0.047101552,0.038995121,0.601606485,0.469831439,0.453863363,0.587112824,85.08310159,222.2707877,2.308669633,2.318245021,0.476559588,0.894544353,0.891061778,0.486565856,0.476611034,0.394345549,0.284906326,49.71723202,62.97214683,65.93241914,659.6826873,3.71942064,0.247009741,5.148783828,4.311308572,0.289104104,-3.71942064,0.591887932,0.076041575,-2066.947301,-2066.849215,0.588487,0.000328982,6.069497866,1.17663,1.17471,-3.111908825,-0.27635,1.04724,1.05317,-0.378957,0.276896,0.27038,-8.915538198,-4.882810933,4.032727264,2.016363632,0.495942291,6.899174566,11.80308178,0.3436720820782509,1.35431,1.3563,-2.019541317886092,0.7911,0.78945,0.323218,0.318772,-5.173972753407,-0.6081744558675,4.5657982975395,2.28289914876975,0.438039499265177,2.89107360463725,1.8306342161313824,1.04724,1.05317,0.891061778,0.894544353,2.308669633,2.318245021,0.036650518655152876,0.250482458,0.319902313,0.2648585050445359,0.038198141,0.601606485,7.226596369252148,0.1524982679625413,1.17471,1.17663,-0.25717713459467983,-0.9663642798870775,0.7049060657152824,-0.7093006686291802,0.26371999999999995,0.2561399999999999,0.04839199999999999,0.04632200000000003,0.18159000000000014,0.17767999999999984
L154,1.387860364,1.402859614,24.77989879,4.539230635,0.4956223,0.364055037,0.178036923,0.419120703,0.214393469,0.116017602,0.137661317,0.047175558,0.77685113,0.612092473,0.700580088,0.308898288,91.01318237,232.2620609,2.288406771,2.100637811,0.476402348,0.878185567,0.801411666,0.479420117,0.476009902,0.441201415,0.364246455,48.89993022,57.78673872,48.10693132,879.1748128,4.499839775,4.218448382,6.177363992,5.841294614,0.010090847,-4.499839775,1.341454839,0.054410302,-4542.84435,-4542.701591,0.650297,0.000478816,8.287440368,1.30412,1.11417,-3.858652042,-0.01966,-0.57405,1.13992,-0.315513,-0.373662,0.383605,-9.264660268,-4.919546303,4.345113965,2.172556982,0.460287122,7.092103286,11.57574448,4.958548761482537,1.3994,1.27194,-2.7349271287821373,-0.56011,0.89306,-0.243129,0.415617,-6.177528634051,-1.6541800971895,4.5233485368615,2.26167426843075,0.4421503193268606,3.91585436562025,3.389947798138616,-0.57405,1.13992,0.801411666,0.878185567,2.100637811,2.288406771,0.1353326968401461,0.178036923,0.4956223,0.28879113726266237,0.047175558,0.77685113,2.1339346957947654,0.2649762600087174,1.11417,1.30412,0.09287056275545251,-0.995678190267059,-0.21412451187665038,0.9768063745766539,0.24686000000000008,0.013939999999999952,0.03201200000000004,0.13053299999999998,0.15776999999999997,0.09528000000000003
L155,1.390345757,1.389248635,5.218340434,1.634564305,0.455810273,0.369904305,0.384042172,0.439173303,0.139938405,0.199467162,0.123549068,0.07465431,0.771682141,0.540341449,0.754797538,0.693430034,92.130081,223.8618266,2.317660612,2.317341173,0.505549991,0.906745015,0.890170751,0.508491869,0.498866718,0.470076874,0.412175586,52.31554682,63.24495368,58.25907528,996.9348593,3.015898906,0.535653984,5.043570732,3.473900356,0.260430718,-3.015898906,0.45800145,0.066592449,-4028.674878,-4028.520138,0.931146,0.000519001,4.230567958,1.13498,1.09878,-5.101715603,-0.27789,1.11665,1.14568,-0.480507,0.34204,0.396019,-8.232804547,-4.133953617,4.09885093,2.049425465,0.487941629,6.183379082,9.328023273,2.34824676301278,1.29214,1.24726,-3.8922556620104745,0.8468,0.89574,0.337029,0.399701,-4.747298235823,-0.5415065624950001,4.205791673328,2.102895836664,0.4755347281424951,2.644402399159,1.6626748521627304,1.11665,1.14568,0.890170751,0.906745015,2.317341173,2.317660612,0.0416781311586354,0.369904305,0.455810273,0.30676867206359554,0.07465431,0.771682141,7.360422925297968,0.20182060330441412,1.09878,1.13498,-0.8541395673317072,-0.5200438438424245,-0.7234234896111476,-0.6904045587036849,0.24994000000000005,0.2698499999999999,0.003681999999999963,0.005010999999999988,0.14847999999999995,0.15715999999999997
L156,1.389168825,1.393956765,6.333650296,12.86891372,0.416208877,0.425803954,0.405350017,0.381750852,0.129566272,0.044670762,0.049987761,0.170548152,0.702851483,0.806937147,0.713513944,0.640151882,91.77172633,222.8224327,2.300883699,2.359906463,0.533142704,0.91425177,0.928607203,0.53610887,0.522943537,0.479859631,0.407269886,55.30556867,59.21192784,60.0915025,865.3154183,3.161151372,0.465739442,5.205790686,3.714321526,0.193379468,-3.161151372,0.553170154,0.063680489,-5284.914924,-5284.786125,0.808279,0.000431994,82.95828306,1.10887,1.09533,-5.281821731,-0.27199,1.1234,1.15841,-0.524414,0.400747,0.411282,-8.211035439,-4.15681118,4.054224259,2.027112129,0.493312622,6.18392331,9.432361177,1.7367554951690811,1.24978,1.24827,-4.057455490844093,0.89019,0.88962,0.417261,0.383069,-4.9179136200865,-0.6234128314955,4.294500788591,2.1472503942955,0.4657118716367003,2.770663225791,1.787535988151309,1.1234,1.15841,0.91425177,0.928607203,2.300883699,2.359906463,0.01895893754353461,0.381750852,0.425803954,0.3353903833455888,0.044670762,0.806937147,17.6903575200586,0.11701548736818537,1.09533,1.10887,-0.6174834868941842,-0.7865838438545505,0.22860617710380515,-0.9735189858395077,0.26879,0.23320999999999992,0.028212999999999988,0.016513999999999973,0.15294000000000008,0.14090999999999987
L157,1.393172464,1.392833906,3.26832868,3.519779744,0.411395684,0.406018911,0.413974485,0.374757348,0.078365962,0.103687174,0.103208985,0.079134479,0.744425405,0.708350649,0.64630571,0.748814491,89.75944305,237.3108281,2.376741485,2.373852968,0.50418142,0.912382361,0.912609486,0.511184129,0.502126628,0.465473491,0.401572898,54.49269096,58.97245726,62.56772099,924.7210243,3.136931396,0.610737064,4.71039971,3.481007072,0.479675965,-3.136931396,0.344075676,0.077998498,-2920.526933,-2920.389332,1.081392,0.000461516,1.608545794,1.14697,1.14734,-5.537569727,-0.22606,1.08491,1.08434,-0.495344,0.406616,0.407524,-8.243689101,-4.122796949,4.120892152,2.060446076,0.485331799,6.183243025,9.277722613,3.73680774592432,1.29095,1.29064,-4.312356956604718,0.83727,0.83651,0.390589,0.389492,-4.6615823729155,-0.221500674307,4.440081698608499,2.2200408493042496,0.450442162050034,2.44154152361125,1.342571019219338,1.08434,1.08491,0.912382361,0.912609486,2.373852968,2.376741485,0.018157844679112387,0.374757348,0.413974485,0.3334489636203601,0.078365962,0.748814491,18.36390659316181,0.20911120867468622,1.14697,1.14734,0.9750050799284535,-0.22218256932916666,-0.9927387045136967,0.12029075010351836,0.2478300000000001,0.24764000000000008,0.018031999999999992,0.016026999999999958,0.14329999999999998,0.14398
L158,1.387934851,1.42614007,17.87805677,-25.73757817,0.508063736,0.406275084,0.31730928,0.540668781,0.39936697,0.269151728,0.196040145,0.021011824,0.616760502,0.543398439,0.885297416,0.613606736,88.25989413,233.500905,2.334030017,2.251080312,0.588135949,0.917699404,0.831386275,0.590043293,0.57104396,0.515040365,0.443150379,65.59062564,63.87905496,0.0,972.6041966,3.093791395,0.357511438,4.917938878,3.508348694,0.342618422,-3.093791395,0.4145573,0.077499163,-2847.727035,-2847.5724,1.187996,0.000518648,5.228009593,1.27365,1.12423,-6.404155122,0.02456,-0.67509,1.11726,-0.420478,-0.518444,0.386247,-8.189266331,-3.682516739,4.506749592,2.253374796,0.443778816,5.935891535,7.818230766,1.7598614831855377,1.29618,1.28363,-5.021111170647799,-0.65506,0.88815,-0.397169,0.404709,-5.1317951065795,-0.5415065624950001,4.5902885440845,2.29514427204225,0.435702457654301,2.83665083453725,1.7529590743158197,-0.67509,1.11726,0.831386275,0.917699404,2.251080312,2.334030017,0.10152065794742972,0.31730928,0.540668781,0.2767661273197765,0.021011824,0.885297416,2.7262050198994365,0.06621875036242242,1.12423,1.27365,0.29102671454526,0.9567149269353916,0.8536996110812333,0.5207657573609762,0.22910999999999992,0.020029999999999992,0.01846199999999998,0.12127500000000002,0.1594,0.02253000000000016
L159,1.391952131,1.392574775,-17.78114741,-18.69236992,0.330425303,0.417025782,0.329525853,0.416282883,0.050722121,0.144634898,0.140735385,0.048963071,0.610128485,0.689416667,0.69183038,0.610088636,95.5243185,222.9497456,2.315909792,2.316499778,0.578555954,0.889268077,0.889658265,0.585760505,0.560379285,0.480166901,0.373334168,65.24374514,62.60080312,60.41404367,961.7814173,3.098942871,2.274879465,5.252383249,3.6693718,0.16404568,-3.098942871,0.570428929,0.079749391,-3890.26893,-3890.118104,0.90255,0.000505873,22.18686649,1.17684,1.17599,-5.312154586,-0.29434,1.02725,1.02953,-0.584695,0.258721,0.258688,-8.373215294,-4.11653833,4.256676963,2.128338482,0.469850077,6.244876812,9.161720923,7.106199905716135,1.36149,1.36101,-4.039094698579176,0.78781,0.78836,0.286146,0.285537,-4.9813161472530005,-0.9107650576235,4.0705510896295,2.03527554481475,0.4913339633779265,2.9460406024382504,2.1321818692624985,1.02725,1.02953,0.889268077,0.889658265,2.315909792,2.316499778,0.05004626837998555,0.329525853,0.417025782,0.29980300635846613,0.048963071,0.69183038,5.990516697112287,0.14858643276162006,1.17599,1.17684,0.9570177718946079,0.2900292817594117,0.10314901078701959,-0.994665914553052,0.2411700000000001,0.23944,0.026849000000000012,0.027425000000000033,0.18501999999999996,0.18464999999999998
L160,1.392438989,1.392280819,4.677302568,-6.315965367,0.33733057,0.339109545,0.25428804,0.2740987,0.014482276,0.022298378,0.045615753,0.027302278,0.660178865,0.655920712,0.502581648,0.481273803,94.88832331,222.5179397,2.334583598,2.335999996,0.474923127,0.871767844,0.870993291,0.470660574,0.435726168,0.374257336,0.301170423,46.45331985,50.80123722,55.44452978,1033.270643,3.154718319,2.179669819,5.362803192,3.793483668,0.121962157,-3.154718319,0.638765349,0.090681253,-3890.252657,-3890.101602,0.90281,0.000506641,18.28394633,1.17061,1.16491,-5.111565779,-0.25539,1.04073,1.03688,-0.477831,0.294374,0.255135,-8.361242284,-4.437088446,3.924153838,1.962076919,0.509664015,6.399165365,10.43519675,5.457498538708004,1.35,1.33848,-4.026248666290617,0.79088,0.75852,0.291027,0.257062,-4.7508357158795,-1.0288624687405,3.721973247139,1.8609866235695,0.5373493755059514,2.88984909231,2.243763515158079,1.03688,1.04073,0.870993291,0.871767844,2.334583598,2.335999996,0.043503884742498465,0.25428804,0.339109545,0.2995258607478625,0.014482276,0.660178865,6.885037106933557,0.05695224989739982,1.16491,1.17061,0.5976314543851401,0.801770942806923,0.5099603579768521,-0.8601979035618029,0.27836000000000005,0.2498499999999999,0.001927000000000012,0.0033470000000000444,0.17357,0.17939000000000016
L161,1.387541515,1.403242297,-4.072997119,-5.35169548,0.354659205,0.149479401,0.228403249,0.343034674,0.027063183,0.000876679,0.050152849,0.010856014,0.682255227,0.298082123,0.635916499,0.445950485,83.21198521,201.5410144,2.307873441,2.156583015,0.449403653,0.897613446,0.607464825,0.435315933,0.393382817,0.334179555,0.268931135,45.59364181,55.70663166,43.63294726,697.7838664,3.156078855,1.676660548,4.798349799,3.533074245,0.424645592,-3.156078855,0.376995391,0.089129704,-1780.046283,-1779.951692,0.568169,0.00031726,8.145311009,1.3755,1.12989,-3.09845714,-0.06317,-0.81187,1.1065,-0.464265,-0.538787,0.348438,-8.984655116,-4.415319338,4.569335778,2.284667889,0.437700379,6.699987227,9.824147541,1.929806562845095,1.42378,1.28802,-2.0880371986355115,-0.86819,0.82955,-0.490601,0.332738,-5.2509809730985,-0.5559285965715001,4.695052376526999,2.3475261882635,0.4259803383661994,2.903454784835,1.7955177091798686,-0.81187,1.1065,0.607464825,0.897613446,2.156583015,2.307873441,0.09789766306484055,0.149479401,0.354659205,0.2884739864306843,0.000876679,0.682255227,2.9466891997168445,0.005864881676907442,1.12989,1.3755,0.9991912803986639,0.040209267281047005,0.46096700062919843,0.8874172774579727,0.27695000000000003,0.05632000000000004,0.015700000000000047,0.04818600000000001,0.15812999999999988,0.0482800000000001
L162,1.386514421,1.404698091,-2.537829234,3.104532024,0.303763456,0.1243062,0.120270063,0.297353455,0.011231733,0.000842522,0.0524584,0.000842522,0.596295179,0.247769878,0.54224851,0.239697603,84.54490781,189.2983434,2.317114694,2.185804018,0.376496692,0.84489727,0.53950219,0.353555025,0.307320409,0.26303914,0.211455315,39.97051344,51.12095191,39.70049331,662.723967,3.280234428,1.753861871,4.789728563,3.669636462,0.445673471,-3.280234428,0.389402034,0.086986223,-1587.534849,-1587.449663,0.493376,0.000285715,7.314354371,1.37166,1.11443,-2.439645304,-0.01861,-0.80635,1.12969,-0.359188,-0.534947,0.41509,-9.063296019,-4.483075687,4.580220332,2.290110166,0.436660216,6.773185853,10.01612221,1.9763940700174143,1.41261,1.25562,-1.5478267307372735,-0.84851,0.86427,-0.468984,0.400807,-5.3434996822685,-0.6272224254025001,4.716277256866,2.358138628433,0.4240632793774754,2.9853610538355,1.889706676761439,-0.80635,1.12969,0.53950219,0.84489727,2.185804018,2.317114694,0.10297086590619757,0.120270063,0.303763456,0.24311291433496385,0.000842522,0.596295179,2.360987374394134,0.00700525117376882,1.11443,1.37166,0.2745232192202685,-0.9615804709481888,0.7192930681359211,0.6947067598142493,0.2654200000000001,0.042159999999999975,0.01428299999999999,0.06596299999999994,0.14118999999999993,0.04094999999999982
L163,1.389581764,1.387953511,-2.383933045,-9.350041058,0.347719782,0.315863329,0.354676284,0.334165419,0.213203691,0.16053466,0.050283782,0.045786534,0.482235872,0.471191998,0.618047056,0.663566033,92.13255374,235.3743952,2.327487939,2.317083686,0.511950242,0.887381196,0.889431141,0.515532866,0.49439469,0.423814005,0.338091972,48.79646664,62.38428378,55.28514197,1087.444062,3.081501947,0.658068662,4.979830858,3.519914372,0.304581567,-3.081501947,0.438412425,0.079295874,-2811.546733,-2811.39349,1.097304,0.00051398,4.60985649,1.13273,1.12621,-5.219966207,-0.28921,1.09927,1.1052,-0.496023,0.322951,0.348763,-8.47117628,-4.241438588,4.229737692,2.114868846,0.47284256,6.356307434,9.552044863,2.468861990877578,1.30082,1.2875,-4.017857194878652,0.82785,0.83789,0.327172,0.342594,-4.8009046643715,-0.5532074580665001,4.247697206305,2.1238486031525,0.470843354142883,2.677056061219,1.6871798545978551,1.09927,1.1052,0.887381196,0.889431141,2.317083686,2.327487939,0.017100328533396967,0.315863329,0.354676284,0.25020020490476647,0.045786534,0.663566033,14.63130982636533,0.14495678920676477,1.12621,1.13273,-0.8554228879431058,-0.5179301910326107,0.24260853648543745,-0.9701242693719162,0.26730999999999994,0.27142,0.00616899999999998,0.00422100000000003,0.16129000000000016,0.16809000000000007
L164,1.396109087,1.39618154,-15.18455002,-15.35721808,0.44683001,0.40433102,0.447328123,0.40461281,0.141099719,0.244337168,0.245293545,0.143393885,0.7525603,0.564324872,0.563932074,0.75126236,110.9751881,236.4754311,2.387952525,2.387310119,0.552966595,0.887899506,0.88853429,0.557705139,0.553473164,0.510653544,0.425695081,60.36895026,65.26140048,65.82111031,939.4961553,3.203497403,0.218257843,5.187981646,3.752612922,0.207133873,-3.203497403,0.549115519,0.068088538,-5441.746329,-5441.606972,0.922052,0.000467406,84.47916392,1.16449,1.16489,-5.663769662,-0.21188,1.06111,1.0605,-0.478243,0.336163,0.336219,-7.905451585,-4.222934846,3.682516739,1.841258369,0.543106832,6.064193215,9.986224629,0.5674264269489041,1.32443,1.32478,-4.328129208722846,0.8405,0.84048,0.380437,0.38079,-5.261593413268,-0.63130413316,4.630289280108,2.315144640054,0.4319384554637049,2.946448773214,1.8749498893019032,1.0605,1.06111,0.887899506,0.88853429,2.387310119,2.387952525,0.02460035988914518,0.40433102,0.447328123,0.2611202378057837,0.141099719,0.7525603,10.614488527096794,0.34897079872823017,1.16449,1.16489,-0.8518175401530472,-0.5238385994632428,-0.7552150117221396,-0.6554771438193163,0.22002,0.22060999999999997,0.04457100000000003,0.044274000000000036,0.1598900000000001,0.15993999999999997
L165,1.386186605,1.388004559,5.999781361,-0.079202025,0.251122889,0.259340328,0.373689963,0.364057884,0.105246979,0.021677872,0.137251442,0.251811708,0.396998799,0.497002784,0.590864325,0.495568219,83.10062715,231.9642673,2.289967332,2.300744543,0.438187197,0.823768869,0.828823845,0.435498262,0.410876746,0.364684339,0.312071267,47.25871747,50.17100374,54.54299964,1015.577652,3.68801774,0.863944135,6.011051356,4.854911986,0.00184289,-3.68801774,1.166894246,0.081028877,-2986.484412,-2986.356654,0.847355,0.000428502,6.381552179,1.1646,1.16559,-5.094194088,-0.28827,1.08275,1.08635,-0.43695,0.231843,0.22479,-8.295662846,-4.555457971,3.740204875,1.870102438,0.534730066,6.425560409,11.03892111,1.7279565995707182,1.33883,1.34399,-3.9933903011443017,0.80202,0.80666,0.230961,0.231555,-4.961996063867501,-1.4277813735735,3.5342146902940006,1.7671073451470003,0.5658965782391748,3.1948887187205006,2.8881420115874192,1.08275,1.08635,0.823768869,0.828823845,2.289967332,2.300744543,0.06581470804045172,0.251122889,0.373689963,0.21183107998920678,0.021677872,0.590864325,3.2185978833030595,0.08632375999783914,1.1646,1.16559,0.9885340079103286,0.1509983947091565,-0.49130643328918683,0.8709867901458999,0.2796899999999999,0.28073000000000015,0.006765000000000021,0.0008819999999999939,0.17840000000000011,0.17422999999999988
L166,1.387350086,1.402352854,-3.15778923,-0.48513497,0.323272402,0.11557357,0.179323477,0.335537364,0.021228147,0.001685045,0.108007947,0.001685045,0.625316657,0.229462095,0.563066781,0.35696191,88.94006731,197.1457051,2.305304743,2.144228462,0.400071049,0.867551482,0.587926295,0.379364254,0.342946848,0.297471541,0.238455879,41.32824277,52.01751351,43.60203764,662.5233951,3.255590161,1.88964403,4.74161257,3.625015194,0.473812463,-3.255590161,0.369425033,0.088716542,-1626.758681,-1626.672449,0.523245,0.000289224,8.686258889,1.38083,1.11629,-2.652728446,-0.01439,-0.80086,1.12018,-0.31773,-0.566823,0.396273,-8.954450478,-4.421577957,4.532872522,2.266436261,0.441221321,6.688014218,9.867812069,2.3183310980099456,1.42565,1.26519,-1.7110675003944649,-0.84928,0.86845,-0.480835,0.402133,-5.2482598345935,-0.6811009678015,4.567158866792,2.283579433396,0.4379090060873691,2.9646804011975,1.924463356234912,-0.80086,1.12018,0.587926295,0.867551482,2.144228462,2.305304743,0.10834413802044282,0.11557357,0.335537364,0.25227067836958245,0.001685045,0.625316657,2.328420189396707,0.01457984727823152,1.11629,1.38083,0.8279672333756424,0.5607764799421286,0.6994531754605887,-0.7146784279227258,0.2517299999999999,0.04842000000000002,0.005860000000000032,0.08598799999999995,0.14890000000000003,0.04482000000000008
L167,1.385702286,1.396335116,-28.43674033,-7.143272932,0.312265531,0.317243813,0.330516386,0.32236726,0.106914945,0.040947724,0.011271583,0.058953792,0.517616117,0.593539903,0.633462938,0.602078981,85.07532174,223.9320565,2.294821486,2.328083718,0.540631988,0.908352357,0.914886554,0.546986531,0.520805083,0.434976643,0.32063952,56.6258998,66.90833219,0.0,696.0218869,3.314006364,0.310146638,4.657445478,3.662624473,0.537172631,-3.314006364,0.348618109,0.080456437,-2078.337209,-2078.23002,0.785892,0.000359514,8.530775567,1.16633,1.1491,-3.919235636,-0.30477,1.03162,1.06687,-0.786695,0.26752,0.285574,-8.885605674,-4.597635618,4.287970056,2.143985028,0.466421168,6.741620646,10.59929252,1.852629617597646,1.34243,1.33775,-2.697057923135789,0.76276,0.75122,0.26426,0.276031,-4.7655298638065,-0.762463009101,4.0030668547055,2.00153342735275,0.4996169368615596,2.76399643645375,1.9084558359920447,1.03162,1.06687,0.908352357,0.914886554,2.294821486,2.328083718,0.007792844401853563,0.312265531,0.330516386,0.28746047719108303,0.011271583,0.633462938,36.887747575546264,0.036096148569148355,1.1491,1.16633,-0.249651258371588,-0.9683358142676964,-0.7700873687144604,-0.6379384331943316,0.31565,0.26886,0.009542999999999968,0.003259999999999985,0.18864999999999998,0.17609999999999992
